job_title,company,location,job_summary,post_date,more_info,salary,job_url
2 DevOps / Automation Azure / Freelance,TedWag Partners,Paris (75),"Accompagner les projets de migration vers Azure Devops pour nos géographies et Intervenir sur les différents domaines : Backlog, Contrôle de source et Pipelines de CI/CD. Mettre en place les paramétrages des différents produits et outils de notre écosystème omnicanal et automatiser des déploiements applicatifs sur nos environnements. Rédiger les documentations d'exploitation. Assurer le lien entre les équipes Produits et l'hébergeur et assurer le transfert de compétence techniques aux différentes équipes visant l'amélioration continue. 

 Prendre en charge des incidents, nécessitant l'expertise de l'ingénierie, escaladés par les analystes techniques ou les équipes produits.",PostedAujourd'hui,De 550 € à 650 € par jourTemps plein +1,De 550 € à 650 € par jour,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AHHRM07jvZ_9CBb8QXW1-TjD3eGHqqfxA2uagtxfXOarXqP_IanWTdE2Rku-oimkQWkAhsTywy1-gdzZ4YwaORWdYdPcvKGyxclvbexUZZGS7od4C3ooTmrFsD4H3J8clELOzVkRJJ_KGYRfskAOiQWJ3md_i1cMfVOM5uj5RTI9eSDJhkvb5ETj_7vTfpMcCwt5fyHeO8l-5q6Yb4T28gB80UHkaYmxB1kCQeb6yDyMowlhfDYkOu_FXeGUwolO9b3mQxbAQmc9wT1xgWB6B3ik5bXQ3hzCEImOoFW6MuAqA1F1Z_wASzW92jxej0Sw3wefze_S9blvMyaKDtuNxO_XsTZfsjWtsfg5ivIxjVMn9G_VOwuUwFsXKMDNPcI-c6vISGzo6xiVhdDysx4TqBTmMeKmYUXdxYsxvLMz6KppP8nNCVU3xwG62DK00PKQakIYifZCmlJPbukGxaXYyntSDgPXAl5K2Gy8-JQEK0omusWp_dn_7uHjdBQBQs2_gL6yxKoSQgT0EZmfeKyMHtXFN7OCwhhhQwqt9egpRB9kGgQkdQpAznrfWnun_3C-0iFpjJMpBJ2yoHzZ4zxAXQXJtiY9FlBX6O3p7qDCxK8KA5n-boElAQdc2ZE1waaVXrI3Ps7zwvuoDHdy5RQwvriSe_DMT7enexoroA5CKb0A==&xkcb=SoCn-_M3ZBRrveRr1J0PbzkdCdPP&p=10&fvj=0&vjs=3
Reconversion professionnelle DevOps Lyon H/F,Capgemini,Lyon (69)+ 1 lieu,"


Appel à candidatures ! 


Formez-vous aux métiers phares de l'informatique avec notre programme « Ingénieur(e) Cloud DevOps avec Capgemini Lyon» 
Capgemini Lyon recrute des candidat(e)s afin de les former au métier d'Ingénieur(e) Cloud DevOps.

 Ce programme de formation spécifique a été conçu par M2i en collaboration avec les experts techniques de Capgemini.





 Votre rôle chez Capgemini


 Qu'est-ce que le métier d'ingénieur(e) Cloud Devops chez CAPGEMINI ?
 Avant tout, c'est un accompagnement de nos clients grands comptes dans le déploiement, l'administration, les évolutions dans des environnements Cloud & DevOps. De la gestion du socle d'infrastructure, au déploiement des applications, en automatisant et industrialisant.
 C’est également l’opportunité d’évoluer dans une ambiance passionnée et un esprit collectif, en profitant des avantages d’un grand groupe ! 




Vos missions 



Mettre en place et gérer les outils d'industrialisation et de déploiement
 Faire évoluer les systèmes d'informations
 Collaborer avec les métiers et les équipes développement dans un environnement agile
 Assurer la disponibilité, la sécurité et la supervision des infrastructures
 Coordonner les activités qui vous seront confiées et le reporting
 Réaliser la veille technologique

 Cette fonction exige un vrai sens de l'organisation et de la méthode ainsi qu'un sens aiguë du travail en équipe !




 Alors, on en discute ?


 Nous recrutons des candidat(e)s prêts à rejoindre durablement le secteur de l’informatique pour les accompagner dans le cadre d’une Préparation Opérationnelle à l’Emploi (POE).
 Cette formation démarrera le 16 août 2022 pour une entrée en CDI le 7 novembre 2022 sur notre site à Lyon.
 
Votre candidature sera étudiée selon les prérequis du poste, les profils retenus seront obligatoirement ceux en adéquation avec la formation envisagée. 
Capgemini, entreprise handi accueillante, conformément à la norme AFNOR NF X50-783, est également signataire de la charte de diversité en entreprise.


",Postedil y a 4 jours,CDI,,https://www.indeed.com/rc/clk?jk=bab775c72e5c76c4&fccid=105ecfd0283f415f&vjs=3
Développeur/ DevOps,CAPCOMPUTE,Lille (59),"
Dossier de spécification, conception, réalisation, développement de la documentation
Contribuer à l'évolution des briques composantes (saisie des avantages promotionnels)
Analyser, paramétrer et coder les composants logiciels
Respect des normes et des procédures internes

Type d'emploi : CDI
Salaire : 40 000,00€ à 50 000,00€ par an
Avantages :

Titre-restaurant
Travail à domicile

Programmation :

Du Lundi au Vendredi
",EmployerDernière activité : il y a 1 jour,De 40 000 € à 50 000 € par anCDIDu Lundi au Vendredi,De 40 000 € à 50 000 € par an,https://www.indeed.com/company/CAPCOMPUTE/jobs/D%C3%A9veloppeur-10d143780317517f?fccid=fca494a94902a826&vjs=3
DevOps - Vélizy - / Freelance,TRSB,Vélizy-Villacoublay (78),"Définition de la prestation: Environnement métier : Système de gestion de trafic aérien : système ATC Refonte d'une plateforme pour les futurs systèmes : OS + Middleware o Respect des normes de Safety ED 109 o Ajout de composante Sécurité et Cybersecurité Utilisation de COTS open-source pour répondre aux besoins techniques de la plateforme (Middleware). Environnement projet : Méthode Agile de type Scrum o Sprint de 3 semaines, o Cycle de 3 mois, JIRA Miro Git et Gitlab Harbor vCloud, migration vers une solution Azure en cours Compétences : Connaissances en Linux : terminal, systemd, script shell, OS Ansible OS : RedHat (custom), Flatcar Container Linux (OS immutable) Connaissances en cluster de serveur : on-premise, edge ou cloud. Conteneurs : containerD, shim, runC Kubernetes : k8s, rke2 Connaissance en sécurité et cybersecurité appréciées Autres compétences Connaissances en Linux : terminal, systemd, script shell, OS Ansible OS : RedHat (custom), Flatcar Container Linux (OS immutable) Connaissances en cluster de serveur : on-premise, edge ou cloud. Conteneurs : containerD, shim, runC Kubernetes : k8s, rke2 Connaissance en sécurité et cybersecurité appréciées Date de début: 08/08/2022 Date de fin: 23/12/2022",Postedil y a 4 jours,De 400 € à 550 € par jourTemps plein +1,De 400 € à 550 € par jour,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AHHRM07jvZ_9CBb8QXW1-TjD3eGHqqfxA2uagtxfXOarXqP_IanWTdE2Rku-oimkRrW7O5ubdoouP9tWXItsPcvEHs4PC4x4VafOZUvVyK_qQmYrfQUQlTyLxo_LCpZ3ZBOgK2u-OioB7-GObPwVwU17UVaAeacj-wpYeuQBc5hmw5iekBPvCf6op4JbnlY4pYLVeyI0WSGeo2jcXgiP9FZ_fgzaUnBbj7Vy_AEhDmZUofks-2MApusTTO4lWsLdMyGrMR9R5fZzf8akGtex06RKyC3vIP5AccpMsEEqjmTHmGGTOvFu-aK6OqVJxMoSTY4aXk5UAd5_jRJytnQNdXL4gmJ4vxasKdS3ek5glZPixS-GIT4DwOqq8m2AryrAOlSviEf3ngkfmvt6EX2wj33M_bgJcvan3s6BWO2ko-V60aZpKXfkOBAcnYgTHHNjtXFvb42CxjpPj3eZFuRnKgsG46J9UXcZQq58Qz9x054P50LU6u05lLwZY8oXbecDu3yvhnMnqX2509wQB6dTqLHvqfkwd5oDnAGmE3U0eZgIeBmcwrW8n1f4S8YdCQ4A3LL_JmCGQjZdp9eP7R1YePeyBW2etea1xAs7h3_u39-fqjyEWetvk-qpAwZ__2-iyEfCU9rZ8nabE10jArVma8hhCpEao3hzw=&xkcb=SoA6-_M3ZBRrveRr1J0MbzkdCdPP&p=13&fvj=0&vjs=3
DevOps Kafka (IT),LOGTEAM,Paris (75),"Mission :
 La mission se déroulera au sein de la Direction des Systèmes d’Information / Direction des Infrastructures et Opérations. 
Le profil recherché intégrera l’équipe DevOps en charge du RUN et de l’Amélioration Continue des clusters on-premise Apache Kafka. Ses principales tâches incluent : 

 Upgrades de version 

Capacity planning : quotas, ressources infra 

Monitoring technique : connexions des métriques avec nos systèmes d’alerting 

Monitoring fonctionnel : dashboard fonctionnels et alerting 

Support technique : gestion des incidents, troubleshooting 


Environnement technique du projet :
 Apache Kafka, Confluent Platform Community Edition 
Prometheus, Grafana 
Apache Avro 
AWS, Ansible, Kubernetes 


Compétences techniques requises :
 Apache Kafka (Confluent Certified Administrator for Apache Kafka ) 
Prometheus, Grafana 
Ansible 
Anglais technique 


Compétences appréciées :
 Apache Avro 
AWS, Kubernetes 

Agilité : Scrum / Kanban 
Elastic Suite 


Qualités humaines recherchées :
 Autonomie 
Sens de la communication 
Rigueur 
Dynamisme et curiosité",Postedil y a 4 jours,Temps plein,,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AHHRM07jvZ_9CBb8QXW1-TjD3eGHqqfxA2uagtxfXOavjI4kVlz8Oj723Abr8mjWx9S2VdlRMMXIXRstEUG10fo3ve5VtRVDSzAjJO1gEursmkBr2ceyp7UHxlWEe3HdzINvwbYZZqypKeaUZQQZhdApssrHoKJDz85u9rV5QmkrP_gCHMdRVsIKFJJUZyEhOUYl4pcJOoKl0rf9PcdCvt3t1mc1qHCyGZqPhz1Sa6UBMgV2IlwXIP3L9xTVQVHiCG05TTL97-R6knUtY4L4nXqLhdCjUNL19Nu7rUQNv0xv_cHfgf9WNgiZtSk8jLpDWikMVnycUveWy1jwPvIjiRjKLgjWllSuVNd6iKFpFrS2dhmBL1pqqm3BrSsId6ufK13x8QGgxjZmoQ_lObHNM5vxl1wlRwwft5OJtokKjUih0iRH0I1282oUthmUcsRSW31W5NayeIVovCJhzJOlMG6B3tFyn96Hh7NII6rxKGdMOvi0ke5rh3BhxXiPEskvIAhxv6CEcK6TZRLH0-eYisZMHEMj4NhTaUpXJc6Xx5Ns1MNrjyyuQMSET0D4XhMaXrRO53EOQUdeHOfqRDioy34V14cwj2RogmPecSxESl5kkyN-kken-sdRBvMPVeR8RKllMsTGDlFOTkOKpqhwoKBbz6mD1AuzpfH5BcNWeGInjg3Y7XAzFQpCzmeKxx3h5KQ1l7Vww1aI4Aul-QSkywqJdewHsxHqU3wa5H76X_XtVlx5CK2TvkIPWKrr-6TalLBSHAeDadTw==&xkcb=SoDx-_M3ZBRrvexr1J0LbzkdCdPP&p=14&fvj=0&vjs=3
Administrateur Splunk Devops 5XP / Freelance,YEELDER,Paris (75),Nous recherchons un administrateur Splunk dans le cadre du projet de l'un de nos clients du secteur de l'assurance. Le profil interviendrait au sein d'une équipe DevOps/Data/Sécurité et des compétences en Elk seraient appréciées également.,PostedOffre publiée il y a 11 jour,De 400 € à 550 € par jourTemps plein +1,De 400 € à 550 € par jour,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AHHRM07jvZ_9CBb8QXW1-TjD3eGHqqfxA2uagtxfXOarXqP_IanWTdE2Rku-oimkSngsQF1AuWIxs2LS9o8IBKEjlDxqGAcP_EV6Mym0OCMXF9atIti8N6z2S6Bm89FrQsrdRowFM_DZ6V7U2I_GP1gGEQW1Sgn8Whc7rxmtIpAkiqKyMecEZzrfubGMaVq6CgymXDETnS0sas7poN-SqvDPda2kJgt4zuvyZNwMtK0YY8FtA7yGLzbFOI2u83SntLK_QnVITM8ki9m91qOxZD1X66UWnVXlHu9lqVsE8sg6uWui4gF8hVytRtiQUVVTjokHhzPtnLtRQe3isdSm6u8HJnSZhf8L1vGDay4iFbAd_hch0D0UkO7FlhuQRe1KdK_-AwoRlHcghhg19_bZVwoWCZU0MvPKeDh97wiwWh0y92X0i3eK52Otgxvw3-QOuw_xdXk7s-Q0ztS9vCQFGnkQf186ZOfEnY9U2w6ct2BBEwNgg4gX736-h9T0XWbWA0M-RQ9cldcuWTIJyyHsvO1jiUOAYqDYEAVPLomr-X24jOzpcuvPj2w4Ig4WgXni_gZAeWmuOHIWt14yVxh7jQKNx_sz1GJjCd5SK9uhbfLJs32VSTXrt-bA9ifiKgapROx0BFCbqaD7Y5uKxPk0CM5rZrLa2oQhYf4E7ATwj5AMnAEQQpMOR6&xkcb=SoDy-_M3ZBRpQ1SnQR0LbzkdCdPP&p=0&fvj=0&vjs=3
Devops / Freelance,PARTENOR,Lille (59),"HITPART Lille est rattachée au Groupe Partenor, acteur indépendant du conseil en innovation managériale et technologique. Au sein d'une équipe en place, vous êtes intégré à nos projets de développement. Vous intervenez sur toutes les phases de la réalisation de projets innovants (portail web, solutions de mobilité sur Smartphone et Tablette, applications métiers, Méthodologie agile, développement objet). DEVOPS : pour intégrer un tout nouveau projet métier dans le retail et préparer la chaine d'intégration, le futur run, le monitoring 2-3 ans d'expérience souhaitée en environnement python, terraform, cloud, K8 Mission et responsabilités : Préparation de la chaine d'intégration Run Monitoring Environnement : Python Terraform Cloud K8",PostedOffre publiée il y a 3 jour,Temps plein +1,,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AHHRM07jvZ_9CBb8QXW1-TjD3eGHqqfxA2uagtxfXOarXqP_IanWTdE2Rku-oimkRtg1uPD3PKpeUOk50piDmPqycvK3YaXcX0Vor9SjWXzDp942MDbkIceq2zCPp5bl9zCfP_nzJ6QRQHiLiWDysyYM1oJql7pPKS5Z0ZBYbc3JD5Uw4jxPY7Ng3zE7YJws4TwJaDrmeT_Z7iRBfVRfJ6QFX-inrBZNyeFmusLetaIP3kzouIJPSkeep2b6hIOQPtFW4b33rQBOctgTdL2m4K2n2MmnkVlz9wh1dPhlofdLoziOrXZQufTN2g8XBqiawW4nWUIQLEhZL8dujLsUZv1LXnol3A3OMF7Ynkj4xr53IGYgYw8LLj3FQe_QHyN8iPKn410hPCp9cPa06qiv_lc2lDAIOCjPb8oqHzKsIKy0UIk_nfj5NGirvY7tsIglPURFDOTPqeFMkb5LYLy5OpOn5Q1LOTNAIHv7TRNYNDFsrK5PxG3swXg3rqUvTGEmihBLNkPzEE61zdcCOv_2YvO1gDrzzl7FolX94_uC5WQmABIGcXmry4-wa6AgO_hX7wJCE4CAWrbn9yqBVJoxEgTcxtrFyvgCyfdzLFPvikzxovLNcoXO7Z-iEuWX5526GLe_4LyqfXxv7ETdQdlDrA&xkcb=SoBG-_M3ZBRpQ1SnQR0KbzkdCdPP&p=1&fvj=0&vjs=3
DevOps / Ingénieur DevOps (IT),CMS PLUS FRANCE,Paris (75),"Vos missions 

 Vous intervenez en support aux équipes logicielles et informatique technique. 

 Vous êtes, en tant qu’ingénieur DevOps, acteur et garant de la qualité des logiciels développés. 


Vos principales tâches :
 Identifier et déployer les outils d’automatisation de test de qualité de code et de génération de rapports associés 

 Faire évoluer la chaîne d’intégration continue (CI) 

 Mettre en place la chaîne de déploiement continu (CD) dans un premier temps au niveau logiciel applicatif uniquement. 

 Puis mettre en place la chaîne complète de déploiement continu (CD), c’est-à-dire jusqu’à l’implémentation du logiciel",PostedOffre publiée il y a plus de 30 jours,De 38 000 € à 45 000 € par anTemps plein,De 38 000 € à 45 000 € par an,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AHHRM07jvZ_9CBb8QXW1-TjD3eGHqqfxA2uagtxfXOavjI4kVlz8Oj723Abr8mjWzzy2XXQtX8zgs5WkMrTkr906eBXmVIaTdHdUyQsvpLG1cjzX6yVXrMcQUAICUcr0df2JkZD3OwJsVFzo_IVjB3zg6Jj-ExEKW5jqmxMT9F1oohQqgrwu4dYhBsvW43__wGkEOwNI58Xjae6RtOe3TxFQARTKjb5qvDdHDc-RJVpEFlS5HNa0kEcJuXOV3ree77312h_bCiaB68qZHE5GKcwcyf6hpwnPi9hg11OEK2zo4AphvpjScLWf9f-DoIMZUbxPBvJpLiKDZFwlN0Zdn_Fz99WnESCxuIJ-wKTgg0kXhGe18gEfAH5RqQwp_BHCfohvlD--rkfRHugk1z_BAJChqv0IjSxgQPXvKOCnh99nvz-fs5H2cxU8UtPXlRWIBKNHO2Zpqaxbsc5mJZ2aT8jE7Hc6VAolACP63yWhNVHqXU0xBoh3VLEETwkaodR8mZJDhXdoRDvnqIa-V6_RSdbOOaHkygtJ-FlaDjDLWBYP3scRxnLaKBxkPwdAyHMHWS6aNLgcVwo2cCAkD_fWHM0cPMS5SJ-VtQYktArPloiXQKLE5jOSxTfN2c5DRaMRSJV12ppLbaqMif0vDZGOlP9WHtHQxSuMqGfUZ009KG51mcwMWmJib1YRHnDMZfasQJ_ef_0xZA74I-Kg6Gwwu6ToL5uI8bUrfUB69pAzATj21-RUBV_tr9QjK_kWWtWdJuZLxWsIZdC9ggukPNcCIiulxEF5GDub_e4AJ1vppRBjWa9oQkhAa8&xkcb=SoDb-_M3ZBRpQ1SnQR0JbzkdCdPP&p=2&fvj=0&vjs=3
DevOps Senior H/F (IT),VIVERIS,Boulogne-Billancourt (92),"Au sein d'un grand groupe du secteur du transport, nous recherchons un DevOps Senior afin d'accélérer et de mettre en place les pipelines CI/CD Cloud du programme. 


Vos missions:
 Développer les pipelines CI/CD Cloud Native 

 Contribuer aux Dossiers d'architecture, d'installation et d'exploitation 

 Participe à la stratégie d'adoption DevSecOps 

 Faire progresser les équipes Participation à la rédaction technique du backlog et US",PostedOffre publiée il y a plus de 30 jours,De 40 000 € à 70 000 € par anTemps plein,De 40 000 € à 70 000 € par an,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AHHRM07jvZ_9CBb8QXW1-TjD3eGHqqfxA2uagtxfXOavjI4kVlz8Oj723Abr8mjWzR_-2LWqwILVh_OBZgp8P3-HFXCLGUQkCmX5KAMwPv9Olr1vvCLoCuNfkwiCLqVKlKY29hfdOv15fSCLmfNgbAgapUZ6Hr1knwMpsnal5Mh3DM_GW7jQ7fNrVEB_AXOr2CYb--XBPTEm3-shyyV0D_vtTCaKhmu12t0aWai9VZ9vYcPgR7VyKmmy_haB0W6i-pzSxJIVQHQ21cDuXkGUUnt4CLOtDW3RRs-TTeleQm6eg3xA-OblFJDgEgjQjR4-cmmn6h-6UqQj6kN-nQxGCXrH1w8_GsfCpp8lyCqvFYk0wTw598zTXZ9_wpAPErKPibPMIz4IIf5qGjBVXNgS5YNa2FCXI_02II0QxGo1ikPeeodORirxBhqesF3QIlxGpHp9ZPIGTdMYyjjB25pKYmFBsOAf3B3ubERxlChruEptJVFTn-GPPGbB-sC8qEZP59xSwiotqIdtk-k7NRqrokfZyqtzTi9BupDJA52p6rfrbNdWNgXO5uuX0X-GVZMaSn4g46U5SKTNCxSn8Zgm997B2-3H7tUV6objgqIAkYInwHFZYlgFwed2_DaKqu6wLvth65RUxsEafxg7enLkqPHFJY4wD_GBj68LPj6n1VFailiZWUqyp_2QMJxa-j6nEWeCX_VhFdYn3aG7ZAra08L_JqKUG5l2hZ1cjUKIy1fS8Rgh3xJIwme2VYcSEYpMtEL9EhI6rWRw==&xkcb=SoBv-_M3ZBRpQ1SnQR0IbzkdCdPP&p=3&fvj=0&vjs=3
Ingénieur DevOps Cloud (IT),OZITEM,Paris (75),"Missions :
 Participer au projet de move to cloud vers le Cloud 
Migration de solutions On-premise vers le Cloud 
Participer à la création d’une landing zone 
Onboarder les équipes infrastructures 


Environnement : Azure, AWS, Windows, Active Directory, VmWare, vSphère, SAN, NAS, Veeam",PostedOffre publiée il y a 3 jour,De 45 000 € à 55 000 € par anTemps plein,De 45 000 € à 55 000 € par an,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AHHRM07jvZ_9CBb8QXW1-TjD3eGHqqfxA2uagtxfXOavjI4kVlz8Oj723Abr8mjWzqEz-vGqiIBIuR8SmgD5fZ1N0GHnqILY9w9N0z6T72B6WccFLZEqIoBk_9t8DIj8e05Nw3fPZkNJHOiK1-Cv2qtO3m6Re-humwHeXiDkdhljAGZn0ESwa1fAHBCpR3T6maOYjA5mAwOFR1DIVAk8DuKvzSwqwWOzDWaUf5JU305jmvK8-cChC7syEADfzRrJ-15of0LGNapr2_BeWc0ZxEgrnDBoZgCKQ3WW6ub5EpudqE90IsrtsQVXxd1GhANT5zyk00Ggvlk9QtGeqXhOcauSi6dks9cU6T-iH2wDATm561Wd-SQTmBLRL-Eea1suOxHD70fbQ39Pc-Mwieu_iy9bjX7icj7S2P8IPhif8AINl4GV82ZRMasjGP2q61E61WYLfrI7ZfOxKHByEKSiEchp96GjT_dp35HWXnFdTir4dK2PX90_sbayei6nc-fCV3wQQTiw_RsYyDelNOsEq2nlOcNafZ8W8NvRSyafjwz3n2OrvM1ItpFjS0zM1zRPy3PgEfrg2MQfND8COIot1_VKjk9--9CrJQ1GhjyVlVJdsCAA2GN4-8EBI6Y89w-FU_QpwrMwZr6j0otq3om_KAtVbHu2Dxg6uOpbxWNE_4Kccntv_FVKN5h7M5UfQAwCcC-W0kcCcAoBUOA4MOo6u4H6B7hR0EGRQeYttPJ4V2XgTOXtazfERfz_CDdbBCxNAXf0Ucf04BTZGgHCZTAiB5pxdp_rIE7M0JtROfvfhV1nETWIA0Fiqi&xkcb=SoDh-_M3ZBRpQ1SnQR0PbzkdCdPP&p=4&fvj=0&vjs=3
Ingénieur devops (IT),SKILLWISE,Paris (75),"Notre client recherche son futur Ingénieur Infrastructure Devops (AWS)pour rejoindre ses équipes. 

 Une réussite de start-up comme peu en France qui prône les valeurs du bonheur, de la convivialité, du développement des personnes. 

 Que font-ils ? Ils sont très connus pour leur site des petites annonces en ligne. En réalité, c’est un groupe avec plusieurs filiales, et autant de portails web à fort trafic. 


Le contexte :
 Tu rejoindras le pôle Infrastructure qui gère l’ensemble des plateformes qui hébergent nos sites, permettant ainsi de servir nos 28 millions d’utilisateurs et les 800 000 nouvelles annonces quotidiennes. 

 La mission de ce pôle consiste principalement à utiliser les services fournis par AWS pour mettre à disposition des 450 développeurs et développeuses une plateforme performante, intelligente, et adaptée à leurs besoins. 


Tes missions seront :
 Définir , mettre en place et maintenir l’ensemble des infrastructures tout en apprenant à en maitriser le coût et la sécurité 
Chercher des solutions à des problèmes d’échelles 
Contribuer à faire évoluer les méthodes et les outils 
Imaginer la future architecture de la plateforme 

 Tu travailleras avec l’ensemble des équipes produit, responsables de nos 600 microservices hébergés sur Kubernetes. Les technologies utilisées sont récentes : Backends Go et Frontends React/NextJS. 


Tu es le candidat idéal si :
 Plus de 2 ans d’expérience 
Utilisé AWS !! 
Accro à l’automatisation 
Curieux/se 

 Une connaissance de Kubernetes , Docker , Ansible , Terraform est appréciée. 

 Pour ce poste , une expérience en AWS est obligatoire ! 


Les + de l’entreprise :
 Une grande entreprise située sur Paris 
Elue Great Place To Work depuis plusieurs années 
Une très belle ambiance, fun et détendue 
Des évolutions poussées et plusieurs formations internes afin d’évoluer de façon progressive 
Une politique remote friendly ( 4 jours de présence par mois ) 
Un CSE 
Concernant le process de recrutement il n’est composé que 2 étapes !",PostedOffre publiée il y a plus de 30 jours,De 55 000 € à 75 000 € par anTemps plein,De 55 000 € à 75 000 € par an,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AHHRM07jvZ_9CBb8QXW1-TjD3eGHqqfxA2uagtxfXOavjI4kVlz8Oj723Abr8mjWxIKDlOmVWHy4z9Fukg8R3d_J5j5uSt3eeZLi7c1PUGQf3Beg9-J5b-gYOI402RMHEzzxHW4uXJSAtDIzU1EpYvfG7XTOpFul4BjsQiA9Hfoqnmn849K08clbU2QdY2O-rGPTGFYjPd7vb6e4es8hf824hY8f3DXOcYb8lgAq1qBKaPgCjJ4FvlkQibt4pg9AXCQRxS8lzk_TRh4Who-F2JrPRNo_QRtkXcQM-2JFFw2R9geF3ZuzcB8ygQ3aTvMDCh9tZJYLpQ1kYQCSDTZYRM3XAoA8p5-IUIAJqLYYNNC9UI0kgfR184O0Y6r-ECh9m84hRvK_eeoZWIi3kfWECOgYjwVOY4W0CQ4PSOvoVXfTlZ3Fz_XzpWyz5LJNZi2AcUHUkOuFSO2qz0rzOZb1y-96dpyzPizNin3V-xsLzCHOp1UzWOPnNWX6MIVvJEvlBSR3jJdPClAQpfS4rdIg4_JafDKRkYD1JLcviv4upp75qLsv31_u9Ib0On0H0wy-dzykil_y24sQn5IIF6dAvVPu2hOH09a0DWC5Kh6OQKIKTaxna0ZumX4oyFXUfAMfVnJ2mW36gLQBr58KXub5Svdx7SY0Sb_h13nGRzSEC5bazEFXpKLPVOLBEOoPwHdL9X6sc7X9QSVpTp8jMMaTJzQmQzkIHsSprijZwhzPSj6wB1oVsoD2oCDTIC0txa05cSZIacGuQmVNzMTkKMX-PsWgYKurmVBqA4kLiWuK0g2A==&xkcb=SoC3-_M3ZBRpQ1ynQR0LbzkdCdPP&p=5&fvj=0&vjs=3
DevOps / Freelance,LOGTEAM,Télétravail hybride à Paris (75),"En tant que DevOps, votre mission principale sera de participer au déploiement et à l'accompagnement des équipes techniques dans le cadre de l'automatisation des actions techniques. Vos missions s'articuleront sur l'étude, la conception, la mise en production et l'amélioration des services d'opérations délivrés. En qualité d'expert, vous êtes donc à même de : Planifier, structurer, organiser et écrire du code Réaliser des tests, détecter des failles, identifier les risques Automatiser le cycle de vie d'une application et/ou l'infrastructure as a code Automatiser des tâches reproductives, provisionner, déployer et configurer des environnements techniques Accompagner l'intégration et le déploiement de la solution Veiller à la bonne prise en main de la solution par les utilisateurs Prendre en charge les formations si nécessaire Contraintes de la mission (astreintes, déplacements....) : Télétravail : 3 jours sur site / 2 jours en télétravail - Profil demandé : DevOps Automation Compétences requises : Maitrise de l'outils de gestion de configuration Ansible Tower ou AAP Bonne connaissance des systèmes d'exploitation (Linux, Windows ) Bonne connaissance de GCP, et/ou Azure. Maitrise d'un langage de programmation (Bash, powershell,Java, Python ) Expériences sur les différents outils de versionning (GitLab, GitHub) Bonne connaissance des outils de conteneurisation tels que Kubernetes Maitrise d'outils d'infrastructure as Code tels que Terraform Aptitudes personnelles : Une capacité d'adaptation au changement La connaissance de la méthodologie agile Autonome et rigoureux L'esprit d'équipe",PostedAujourd'hui,Temps plein +1,,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AHHRM07jvZ_9CBb8QXW1-TjD3eGHqqfxA2uagtxfXOarXqP_IanWTdE2Rku-oimkQWkAhsTywy1-gAVRgDaBmDNXclIehEz7hT5hRXoEPZDUMkn1SodwgYlDtbS1fqRV22HzLw_fTXBUcw3uqTTKwvmWtb1egnnQCg2LSvsmyuv_uXlx_JGnaCOBVPI_in17mMAjiMbjkZGBtfLLSxg5oOuieZ30lpqw9v_v1IPGeh2w6n6MmqsdelbmI-RnJtKoWLmpBYtLlKruSQJ8sGDcVRJwnG8_zInFqbdYFBpkGG847pbk7yf1lwvwV-SSBfFZRLVxokbCJMm5ykVFqmHzDLjK3rmivEe5V-ZmeZ1k34nPMp4t0h5G4-sVECwcLiDwVrgYiZsasnVu1jKP2YVehSyJQXW_tV7gCeQa7moFvU6aEiOjR0Za0dKGcLSHUswwD5_G84hXfZkRgxjOWGqsEwoS5VUaVNwY_IC-457OcT6cHlYFG7IrvcHwuaeX85LKwm5GqRuZwaqRk4FST8fOgToW2TQLFLku740FgbMiSwFjKNprwLOLw11osDd19UTe6mCghTtQ4x3pxe-f3SZ-p7mAlOwZZ1wkVQvQ8nGhLyNdHnGfLRRqX9FRfpzB1iQcAM_M7P3txr3UyLglCrCoHa&xkcb=SoAD-_M3ZBRpQ1ynQR0KbzkdCdPP&p=6&fvj=0&vjs=3
